id	technicalName	alias	establishedBy	monthEstablished	yearEstablished	linkToVideo	videoStartTime	videoEndTime	startPos	endPos	difficultyLevel	description	descriptionEs	tips	tipsEs	recommendedPrerequisites	dateAdded	isImportant
10188	Sit Bounce					https://www.youtube.com/watch?v=rdV2Jhi6U5Y			STAND	SIT	0	From standing on the line you let the line come towards your body on the top of the bounce and sit down keeping both of your feet on the line.	De pie en la línea, dejas que la línea venga hacia tu cuerpo en la parte superior del rebote y te sientas manteniendo ambos pies en la línea.				1 Jan 2022	
10189	Sofa Bounce					https://www.youtube.com/watch?v=_CqGa-iBrHE			EXPOSURE	SOFA	0	From Exposure let the line come towards your body and grab the line with both hands then slide your feet off to land in Sofa.	Desde la exposición deja que la línea se acerque a tu cuerpo y agarra la línea con ambas manos, luego desliza tus pies para aterrizar en Sofá.				1 Jan 2022	
10190	Belly Bounce								EXPOSURE	BELLY	0	From Exposure let the line come towards your body and grab the line with both hands then slide your feet off to land in Belly.	Desde la exposición deja que la línea se acerque a tu cuerpo y agarra la línea con ambas manos, luego desliza tus pies para aterrizar en Belly.				1 Jan 2022	
10191	Soup to Feet					https://www.youtube.com/watch?v=-xz9Ex3IE-M			SOUP	STAND	0	From Soup you stand up on the top of the bounce. If you don't have enough momentum, you can pull on the line with one arm.	Desde Soup te pones de pie en la parte superior del rebote. Si no tienes suficiente impulso, puedes tirar de la línea con un brazo.				1 Jan 2022	
10192	Soup Bounce					https://www.youtube.com/watch?v=-xz9Ex3IE-M			STAND	SOUP	0	From standing on the line you let the line come towards your body on the top of the bounce and sit down keeping one of your feet on the line.	De pie en la línea dejas que la línea venga hacia tu cuerpo en la parte superior del rebote y te sientas manteniendo uno de tus pies en la línea.				1 Jan 2022	
10193	Double Shoulder Roll to Feet		Enzo Fuchs		2020	https://www.instagram.com/p/CFKdxdlq9yd/			SHOULDER	EXPOSURE	8	Double Shoulder Roll landing in Exposure.	Aterrizaje con doble hombro en la exposición.				1 Jan 2022	
10194	Leash to Feet	Whatever	Enzo Fuchs		2021	https://www.instagram.com/p/CRyXVw0ISbI/			LEASH	EXPOSURE	7	Drop into a leash fall and on the way up climb the leash and pull the line under your feet.	Déjate caer en una caída de la correa y al subir sube la correa y tira de la línea bajo tus pies.			10073	1 Jan 2022	
10195	Reverse Whatever		Sebastian Egger		2021	https://youtu.be/Ej2ocABoNC4?t=23482	23482	23490	LEASH	EXPOSURE	6	Drop into a leash fall and then feet first up behind the line similar to a Reverse Obi-Wan.	Cae en una caída con correa y luego sube con los pies por detrás de la línea de manera similar a un Obi-Wan inverso.	Amazing leash fall saving trick.	Increíble truco para salvar la caída de la correa.	10074	1 Jan 2022	
10196	Sick Nasty from Feet to Feet		Enzo Fuchs		2021	https://www.instagram.com/p/CWQrmuTAwNl/			EXPOSURE	EXPOSURE	7	Sick Nasty from Feet to Feet.	Enfermo asqueroso de pies a cabeza.			10044;10072	1 Jan 2022	
10197	Front Yoda Rewind		Sebastian Egger		2021	https://youtu.be/aAq4Tf8naOM?t=135	135	139	EXPOSURE	EXPOSURE	8	It's almost a Front Yoda Roll and a Back Yoda Roll in the same bounce. Start at the very bottom of the bounce with a Front Yoda Roll so the line snaps up and after around three quarters of rotation you have some resistance of the line to push off of into the Back Yoda Roll. 	Es casi un Yoda Roll frontal y un Yoda Roll trasero en el mismo rebote. Comienza en la parte inferior del rebote con un Yoda Roll frontal para que la línea se levante y después de tres cuartos de rotación tengas algo de resistencia de la línea para empujar hacia el Yoda Roll trasero. 	Start a lot earlier than you would for most tricks.	Empieza mucho antes de lo que lo harías para la mayoría de los trucos.		1 Jan 2022	FALSE
10198	Back Yoda Rewind		Tim Odermatt		2021				EXPOSURE	EXPOSURE	8	It's almost a Back Yoda Roll and a Front Yoda Roll in the same bounce. Start at the very bottom of the bounce with a Back Yoda Roll so the line snaps up and after around three quarters of rotation you have some resistance of the line to push off of into the Front Yoda Roll. 	Es casi un Back Yoda Roll y un Front Yoda Roll en el mismo rebote. Comienza en la parte inferior del rebote con un Yoda Roll trasero para que la línea se levante y después de tres cuartos de rotación tengas algo de resistencia de la línea para empujar hacia el Yoda Roll delantero. 	Start a lot earlier than you would for most tricks.	Empieza mucho antes de lo que lo harías para la mayoría de los trucos.		1 Jan 2022	FALSE
10199	Sofa Roll to Feet					https://youtu.be/rWqH_51ztQA?t=12678	12678	12682	SOFA	EXPOSURE	4	Do a Sofa Roll and during the roll you lean a bit to the side so you can get one foot on the line to finish the roll you get the second foot up and stand up.	Haz un Sofa Roll y durante el rollo te inclinas un poco hacia un lado para poder poner un pie en la línea para terminar el rollo subes el segundo pie y te pones de pie.			10180	1 Jan 2022	
10200	Back Sofa Roll to Feet								SOFA	EXPOSURE	4	Do a Back Sofa Roll and during the roll you lean a bit to the side so you can get one foot on the line to finish the roll you get the second foot up and stand up.	Haz un rollo de sofá hacia atrás y durante el rollo te inclinas un poco hacia el lado para poder poner un pie en la línea para terminar el rollo subes el segundo pie y te pones de pie.			10180	1 Jan 2022	
10201	Yisus Mount		Leonardo Ferrari		2021	https://www.instagram.com/p/CXeLk4Qldu_/			YISUS	EXPOSURE	5	Hanging on the line grabbing it with both hands and having it run under your elbows and shoulders press yourself up to Exposure.	Colgarse de la línea agarrándola con las dos manos y hacerla pasar por debajo de los codos y los hombros para presionarse hasta Exponerse.	Watch out for your shoulders on this one!	¡Cuidado con los hombros en este caso!		1 Jan 2022	FALSE
10202	Orbital to Sofa		Ian Eisenberg		2021				STAND	SOFA	5	Like an Orbital but instead of throwing your leg over the line you land in Sofa.	Como un Orbital pero en vez de lanzar la pierna sobre la línea aterrizas en Sofá.			10084	1 Jan 2022	
10203	Shaolin		Ian Eisenberg		2021				ROCKET	ROCKET	5	Think like you want to do a Rocket Mount to Sofa but instead of landing in Sofa you pop both legs through your arms and then drop back to Rocket.	Piensa como si quisieras hacer un montaje de Cohete a Sofá, pero en lugar de aterrizar en Sofá, pasas ambas piernas por los brazos y luego caes de nuevo a Cohete.				1 Jan 2022	
10204	Rocket Nasty		Ian Eisenberg		2021				ROCKET	ROCKET	4	Sick Nasty from Rocket to Rocket.	Sick Nasty de Rocket a Rocket.				1 Jan 2022	
10205	Rocket Mount to DDK		Enzo Fuchs						ROCKET	DOUBLE DROP KNEE	4	Rocket Mount landing in Double Drop Knee.	Aterrizaje con cohete en doble caída de rodilla.				1 Jan 2022	
10206	Orbital 180	Fake Orbital							STAND	CHEST	4	Orbital 180 landing in Chest. The 180 makes it easier to land.	Aterrizaje del Orbital 180 en el pecho. El 180 facilita el aterrizaje.	Also called Norbital.	También llamado Norbital.		1 Jan 2022	
10207	Tre Nasty to Feet		Ian Eisenberg		2021				SOFA	STAND	8	Tre Nasty landing to Feet.	Tre Nasty aterrizando a Pies.			10109	1 Jan 2022	
10208	Kung Pao to Feet	Shrimpzilla	Ian Eisenberg		2021	https://www.instagram.com/p/CXXU9U7KvZ7/			ROCKET	EXPOSURE	10	Shrimpflip to Reverse Rocket Mount.	Volteo de camarones a montura de cohete invertida.			10174	1 Jan 2022	
10209	Mini-Fireflip		Salomé Cholet		2021	https://youtu.be/rWqH_51ztQA?t=14839	14839	14843	KOREAN	KOREAN	3	From Korean grab the line behind you and go into a Front Chest Roll. Land back in Korean looking at the other anchor.	Desde el coreano agarra la línea detrás de ti y haz un Front Chest Roll. Aterriza de nuevo en coreano mirando al otro ancla.				1 Jan 2022	
10210	Fireflip to Shoulder		Samuel Volery		2022	https://www.instagram.com/p/CYPMq9BJg55/			KOREAN	SHOULDER	4	From Korean grab the line behind you and go into a Front Chest Roll. Land on your shoulder to finish the trick.	Desde el coreano agarra la línea detrás de ti y haz un Front Chest Roll. Aterriza sobre tu hombro para terminar el truco.			10209	1 Jan 2022	
10212	Back Roll from Chest to Feet	Frog Flip	Ian Eisenberg		2022	https://www.instagram.com/p/CYPPtWFvkIg/			CHEST	STAND	7	From Chest you push off the line with both hands to get into a backflip and then land to Feet.	Desde el pecho empujas la línea con ambas manos para entrar en un backflip y luego aterrizar a Pies.				1 Jan 2022	
10213	Reverse Panic Roll								KOREAN	SOFA	3	From Korean you do a backside spin together with a back roll finishing in Sofa.	Desde el coreano se hace un giro hacia atrás junto con un giro hacia atrás terminando en Sofá.			10000	1 Jan 2022	
10214	Reverse Panic Roll to Feet								KOREAN	EXPOSURE	5	From Korean do a backside 270 spin together with a back roll finishing in Exposure.	Desde el coreano haz un giro de 270 hacia atrás junto con un giro hacia atrás terminando en Exposición.			10213	1 Jan 2022	
10215	Reverse Flowflip								KOREAN	KOREAN	3	From Korean do a backside 360 spin together with a back roll finishing in Korean.	Desde el coreano hacer un giro de 360º hacia atrás junto con un giro hacia atrás terminando en coreano.			10015	1 Jan 2022	
10216	Reverse Flowflip to Feet	Wolfflip to Feet	Ian Eisenberg	Jul	2022	https://www.instagram.com/p/CfrFKq2tP0m/			KOREAN	STAND	5	From Korean do a backside 360 spin together with a back roll finishing to Feet.	Desde el coreano haz un giro de 360º hacia atrás junto con un giro hacia atrás terminando en Pies.			10215	1 Jan 2022	
10217	Sick Nasty Roll from Feet		Ian Eisenberg		2021	https://youtu.be/aAq4Tf8naOM?t=80	80	84	EXPOSURE	SOFA	6	Sick Nasty Roll but starting in Exposure.	Sick Nasty Roll pero comenzando en Exposure.			10068	1 Jan 2022	
10218	360 Expoorbital to Feet	Cosmonaut	Ian Eisenberg		2021	https://youtu.be/lzz9jvtYpi0?t=567	567	572	EXPOSURE	EXPOSURE	8	Expoorbital to Feet with a 360 spin.	Expoorbital a Pies con un giro de 360.			10115	1 Jan 2022	
10219	Flow 540 to Feet		Tim Odermatt		2021	https://youtu.be/aAq4Tf8naOM?t=131	131	135	KOREAN	STAND	6	Like a normal Flow to Feet but adding a 180 at the end.	Como un Flow to Feet normal pero añadiendo un 180 al final.			10224	1 Jan 2022	
10220	180 Darkside Roll	Rubik's Cube	Ian Eisenberg		2021	https://www.instagram.com/p/CPWrEFhKBUm/			SOFA	EXPOSURE	9	It's a Sick Nasty 180 with a roll landing in Exposure.	Es un Sick Nasty 180 con un aterrizaje en exposición.			10214	1 Jan 2022	
10221	Korean Pop	Sushi	Ian Eisenberg		2021	https://youtu.be/7yLCyoHgUS0?t=1322	1322	1323	STAND	STAND	4	Stylish Korean pop from Feet to Feet.	El elegante pop coreano de Feet to Feet.				1 Jan 2022	
10222	Sofa 360								SOFA	SOFA	2	From Sofa grab the line on your side and then going over your belly do a 360 landing back in Sofa.	Desde Sofá agarra la línea de tu lado y luego pasando por encima de tu vientre haz un 360 aterrizando de nuevo en Sofá.	To land it you need to stick your butt out!	Para aterrizar hay que sacar el culo.		1 Jan 2022	
10223	Nevermind 180		Sebastian Egger		2021	https://youtu.be/Ej2ocABoNC4?t=22796	22796	22802	NEVERMIND	EXPOSURE	4	Start as you would for a Nevermind but then use your foot that is in contact with the line to initiate a spin and do a 180 before you land in Exposure.	Comienza como lo harías para un Nevermind pero luego utiliza el pie que está en contacto con la línea para iniciar un giro y hacer un 180 antes de aterrizar en la Exposición.			10036	1 Jan 2022	
10224	Korean 360	Flow				https://www.youtube.com/watch?v=12HbVhoFloM			KOREAN	KOREAN	1	From Korean you grab the hands facing the same way on the line behind you and then swing your far leg over the line twice to do a 360 landing back in Korean.	Desde el coreano agarras las manos mirando hacia el mismo lado en la línea detrás de ti y luego balanceas tu pierna más lejana sobre la línea dos veces para hacer un 360 aterrizando de nuevo en el coreano.	It's a Flowflip without the roll around the line.	Es un Flowflip sin el rollo alrededor de la línea.	10225	1 Jan 2022	
10225	Sofa 270 to Korean	Panic				https://www.youtube.com/watch?v=12HbVhoFloM			SOFA	KOREAN	1	From Sofa you grab the line on your side with both hands facing the same way. If you go to the left you want to swing your right leg over the line doing a 270 (180 if you start from Butt) landing in Korean.	Desde el Sofá agarras la línea de tu lado con ambas manos mirando hacia el mismo lado. Si vas a la izquierda quieres balancear tu pierna derecha sobre la línea haciendo un 270 (180 si empiezas desde Butt) aterrizando en coreano.	It's a Panic Roll without the roll.	Es un rollo de pánico sin el rollo.		1 Jan 2022	
10226	Richy Roll to Feet								KOREAN	EXPOSURE	4	Front Sofa Roll to Feet but starting from Korean so you have to swing one leg over the line first.	Rollo de sofá frontal a los pies, pero comenzando desde el coreano, por lo que tiene que girar una pierna sobre la línea primero.			10199	1 Jan 2022	
10227	Back Richy Roll to Feet								KOREAN	EXPOSURE	4	Back Sofa Roll to Feet but starting from Korean so you have to swing one leg over the line first.	Rollo de sofá de espalda a los pies, pero comenzando desde el coreano, por lo que tiene que girar una pierna sobre la línea primero.			10200	1 Jan 2022	
10228	360 Spin								STAND	STAND	4	Standing 360 spin. It's a technical one.	Giro de 360 grados de pie. Es una técnica.				1 Jan 2022	
10229	Shrimpflip 180 to Belly								ROCKET	BELLY	5	From Rocket thread your legs in between your arms and the line and let go with one hand to start the 180. Land in Belly.	Desde Rocket enhebra las piernas entre los brazos y la línea y suéltalas con una mano para iniciar el 180. Aterriza en el vientre.				1 Jan 2022	
10230	Butter Roll								SOFA	SOFA	4	From Sofa grab the line with one hand behind your back on the other side. With this hand you pull yourself to do a 360 and add a Back Sofa Roll in the end.	Desde el Sofá agarra la línea con una mano detrás de tu espalda en el otro lado. Con esta mano te tiras para hacer un 360 y añadir un Back Sofa Roll al final.			10053	1 Jan 2022	
10231	Frontroll to Feet								SHOULDER	STAND	5	From Shoulder push yourself forward to land on your Feet.	Desde el hombro empújate hacia adelante para caer de pie.			10048	1 Jan 2022	
10232	360 Darkside Roll	Megaminx	Ian Eisenberg		2022	https://www.instagram.com/p/CZQI4Nur_XQ/			SOFA	EXPOSURE	10	Think of it like a Rubik's Cube 180.	Piensa en ello como un cubo de Rubik 180.			10220	1 Jan 2022	
10233	180 Backflip		Oscar Defoor	Feb	2022	https://www.instagram.com/p/CadBn6CjXqM/			STAND	EXPOSURE	10	Start in regular position, rotate 180° backside and do a backflip starting from switch position. Land on the same shoulder as the normal backflip.	Comienza en posición normal, gira 180° hacia atrás y haz un backflip partiendo de la posición de cambio. Aterriza en el mismo hombro que la voltereta normal.	Get the 180° backflop as solid as possible first!	Primero haz el backflop de 180º lo más sólido posible. 	10148;10126	9 May 2022	
10234	Double Dibahia		Ian Eisenberg		2022	https://www.instagram.com/p/CZh3qZata-5/			STAND	KOREAN	10	Double Backroll from feet.	Doble retroceso desde los pies.	Protecting your arm from leashburns could be beneficial.	Proteger el brazo de las quemaduras por presión podría ser beneficioso.	10086	9 May 2022	
10235	Double Back Yoda Roll 180		Tim Odermatt		2022	https://www.instagram.com/p/Caf2ldqgtLc/			EXPOSURE	EXPOSURE	10	Back Yoda Roll to Back Yoda Roll 180 in one bounce.	Rollo de Yoda hacia atrás a Rollo de Yoda hacia atrás 180 en un rebote.			10150	9 May 2022	
10236	Underflip to Feet	Fireball	Cesare Bellamoli	Apr	2022	https://youtu.be/eUguTccJblI?t=45			KOREAN	EXPOSURE	7						9 May 2022	
10237	One hand one foot Can of Soup	Pastisroll	Oscar Defoor	Jul	2021				SOUP	STAND	4	Can of soup with only using the back hand and the front foot hooking the line.	Lata de sopa con sólo usar la mano trasera y el pie delantero enganchando la línea.					
10238	Double Boomerang		Ian Eisenberg	Feb	2022	https://youtu.be/rWqH_51ztQA?t=6940	6940	6946	SOFA	SOFA								
10239	Shrimpflip 360 to Feet	Shrimp Cocktail	Ian Eisenberg	Mar	2022	https://www.instagram.com/p/CbV9q1_p8DI/			ROCKET	EXPOSURE								
10240	Shrimp Pop over the line to Rocket		Ian Eisenberg	Apr	2022	https://www.instagram.com/p/CchgGTOO_ku/			ROCKET	ROCKET								
10241	Downward Spiral		Ian Eisenberg	Apr	2022	https://www.instagram.com/p/Cck9B16DcDi/			STAND	KOREAN								
10242	Capoeira Flop		Ian Eisenberg	Apr	2022	https://www.instagram.com/p/Cck9B16DcDi/			STAND	KOREAN								
10243	Sick Nasty Rewind	Boomerang	Ian Eisenberg	Apr	2022	https://www.instagram.com/p/Cck9B16DcDi/			SOFA	SOFA								
10244	Sushi Backflop		Ian Eisenberg	May	2022	https://www.instagram.com/p/CdsGGZrvNJ2/			STAND	KOREAN								
10245	Super Sonic Shaolin		Ian Eisenberg	May	2022	https://www.instagram.com/p/CdsGGZrvNJ2/			ROCKET	ROCKET								
10246	Shrimp Mount		Ian Eisenberg	May	2022	https://www.instagram.com/p/Cd7NRJeNEAa/			ROCKET	EXPOSURE								
10247	Double Drop Knee Almighty		Ian Eisenberg	Jul	2022	https://www.instagram.com/p/CeVEh4DDYle/			DOUBLE DROP KNEE	EXPOSURE								
10248	Boomerang to Feet	Bangarang	Ian Eisenberg	Jul	2022	https://www.instagram.com/p/CeVEh4DDYle/			SOFA	EXPOSURE								
10249	No Hands Back Panic Roll to Feet	Back Panic Attack	Ian Eisenberg	Jul	2022	https://www.instagram.com/p/Cfczh8IpvK4/			SOFA	EXPOSURE								
10250	Boomerang 180		Ian Eisenberg	Jul	2022	https://www.instagram.com/p/CgUkGA0uVlA/			SOFA	SOFA								
10251	Reverse Rocket Mount 360 		Ian Eisenberg	Jul	2022	https://www.instagram.com/p/CgUkGA0uVlA/			ROCKET	EXPOSURE								
10252	Sushi Backflip	Sushi-Flip	Ian Eisenberg	Aug	2022	https://www.instagram.com/p/Cg8_eXWLmXw/			STAND	STAND								
10253	NH Backflip		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/Cg_eTDJLsZ6/			STAND	STAND								FALSE
10254	BS 360 Rocket Mount		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/ChPQYxLMAMA/			ROCKET	EXPOSURE								
10255	Batman		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/ChsA7RvrV7m/			ROCKET	ROCKET								FALSE
10256	Shark Bite		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/ChsA7RvrV7m/			ROCKET	ROCKET								FALSE
10257	Double Darth Vader		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/ChsjejWLu8d/			ROCKET	EXPOSURE								
10258	Darkside Almighty	All-Nasty	Ian Eisenberg	Aug	2022	https://www.instagram.com/p/Chxgwo6s6g_/			SOFA	EXPOSURE								
10259	540 Rocket to Sofa		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/Ch11yrdsUEG/			ROCKET	SOFA								
10260	360 Back Almighty		Ian Eisenberg	Sep	2022	https://www.instagram.com/p/Ch99aJdpyUo/			STAND	STAND								
10261	Orbital to Double Drop Knee		Ian Eisenberg	Aug	2022	https://www.instagram.com/p/Cjkb1LXrFci/			STAND	DOUBLE DROP KNEE								FALSE
10262	Shrimpflip 180 to Antihero	Shrimpy Hero	Justin Wagers	Feb	2022	https://www.instagram.com/p/CaPmmmsl1e3/			ROCKET	SOFA								FALSE
10263	Backbounce Panic Attack	Back Attack	Justin Wagers	Jun	2022	https://www.instagram.com/p/Ce3cq4OIs0l/			BACK	EXPOSURE								
10264	Holy Back No Soup		Justin Wagers	Jul	2022	https://www.instagram.com/p/CgMeLKqogmm/			SOUP	EXPOSURE								
10265	360 Darth Vader		Justin Wagers	Jul	2022	https://www.instagram.com/p/Cgb_ScXIF86/			ROCKET	EXPOSURE								
10266	Back Holy Grail		Justin Wagers	Aug	2022	https://www.instagram.com/p/Cgt9fIHIsrr/			EXPOSURE	EXPOSURE								
10267	Leash Orbital	Lando	Davis Hermes	Jul	2022	https://www.instagram.com/p/CgrrMmhgxhF/			STAND	KOREAN								
10268	Recliner		Davis Hermes	Oct	2022	https://www.instagram.com/p/CkGaEU7Apq4/			SOFA	EXPOSURE								FALSE
10269	Darth Vader from Yisus	Resurrección	Gon Caturelli	Feb	2022	https://www.instagram.com/p/CZ5RlXfjAnA/			YISUS	EXPOSURE								FALSE
10270	Antihero from Yisus	Anticristo	Gon Caturelli	Jan	2022	https://www.instagram.com/p/CZPRbnNKCZ4/			YISUS	SOFA								FALSE
10271	Darth Vader Two Hands	Dark Vader	Gon Caturelli	Jul	2022	https://www.instagram.com/p/CgSsE-Ljq2_/			ROCKET	EXPOSURE								
10272	Orbital from Chest to Feet	Onda	Cesare Bellamoli	Apr	2022	https://youtu.be/eUguTccJblI?t=23			CHEST	EXPOSURE								
10273	Fireflip (no 180)	FireFly	Samuel Volery	Oct	2021	https://www.instagram.com/p/CVQIDtpAbme/			KOREAN	EXPOSURE								
10274	Sick Nasty to Yisus	Nasty Christo	Gon Caturelli	Sep	2022	https://www.instagram.com/p/CjGFSHejhqn/			SOFA	YISUS								
10275	Back Sofa Roll from Korean	Back Richy Roll	Richard Schupisser			https://youtu.be/Ej2ocABoNC4?t=18057	18057	18061	KOREAN	SOFA	2	From Korean let yourself fall to the side and immediately after you start the roll swing one leg over the line to finish the roll as a Sofa Roll.						
	Makako 180 to Feet	Darthkako	Sakalomo			https://youtu.be/Ej2ocABoNC4?t=21781	21781	21788	NEVERMIND	EXPOSURE								
	Fake 180 Barrel Roll		Samuel Volery			https://youtu.be/rWqH_51ztQA?t=11530	11530	11535	STAND	STAND								